Date,Service Category,Marketing Channel,Season,Customer Type,Ad Spend,Conversions,Daily Revenue
2024-10-26,Plumbing,Google,Summer,Returning,161.18,7,311.83
2024-07-30,Electrician,Google,Fall,Returning,165.97,7,279.71
2024-07-01,Plumbing,Flyers,Fall,New,67.34,2,68.83
2024-06-27,Electrician,Referral,Summer,Returning,145.33,9,66.6
2025-03-19,Plumbing,Yelp,Fall,New,166.43,4,167.22
2024-12-01,HVAC Repair,Yelp,Winter,New,51.72,9,194.2
2025-01-03,Electrician,Google,Spring,New,131.49,5,154.08
2024-09-29,HVAC Repair,Yelp,Spring,New,95.05,2,91.24
2025-03-29,HVAC Repair,Google,Fall,Returning,114.05,5,82.51
2025-01-30,Electrician,Yelp,Spring,New,61.24,4,39.26
2024-08-17,Electrician,Flyers,Winter,New,155.28,1,31.02
2024-07-30,Cleaning,Referral,Fall,Returning,24.49,9,45.27
2024-10-13,Plumbing,Flyers,Summer,Returning,11.28,5,37.8
2025-04-09,HVAC Repair,Flyers,Winter,Returning,122.26,10,342.77
2024-08-18,HVAC Repair,Google,Winter,New,119.25,5,229.03
2025-02-14,HVAC Repair,Google,Summer,New,113.23,6,122.75
2024-11-13,Plumbing,Referral,Fall,Returning,104.96,5,171.85
2024-11-14,Electrician,Google,Fall,Returning,154.58,9,201.42
2024-12-22,Electrician,Referral,Winter,Returning,176.17,7,217.42
2025-04-20,HVAC Repair,Referral,Winter,New,167.04,10,419.57
2024-11-12,Electrician,Flyers,Fall,Returning,146.67,10,138.53
2024-08-05,Plumbing,Flyers,Winter,Returning,19.28,10,454.13
2024-06-05,Cleaning,Flyers,Summer,Returning,167.77,3,66.26
2024-12-19,Cleaning,Yelp,Winter,Returning,74.23,1,7.89
2024-07-06,HVAC Repair,Flyers,Fall,New,92.37,1,20.39
2025-01-29,HVAC Repair,Google,Spring,Returning,179.83,6,110.68
2024-12-02,Plumbing,Yelp,Winter,Returning,45.26,2,24.47
2024-05-20,Electrician,Flyers,Spring,Returning,49.42,3,44.73
2024-05-05,HVAC Repair,Google,Spring,New,104.13,4,24.74
2024-11-29,HVAC Repair,Yelp,Fall,New,77.57,6,36.93
2025-01-23,Electrician,Referral,Spring,New,149.32,4,169.82
2024-09-30,Electrician,Google,Spring,New,150.96,7,282.72
2024-09-03,Plumbing,Referral,Spring,New,135.18,4,100.29
2024-06-15,Plumbing,Flyers,Summer,New,97.74,10,139.74
2024-05-31,HVAC Repair,Flyers,Spring,New,72.21,4,44.04
2024-09-22,Cleaning,Flyers,Spring,New,167.85,2,79.79
2024-08-01,Cleaning,Yelp,Winter,New,59.62,7,94.49
2024-06-03,Plumbing,Flyers,Summer,New,109.49,5,61.46
2024-10-04,Electrician,Google,Summer,New,117.26,6,274.71
2025-04-01,Electrician,Google,Winter,Returning,148.21,9,175.83
2025-01-20,HVAC Repair,Yelp,Spring,Returning,166.88,5,27.1
2025-03-18,Electrician,Yelp,Fall,New,83.69,10,81.66
2025-04-01,Cleaning,Google,Winter,New,59.14,4,137.45
2025-01-19,Electrician,Flyers,Spring,New,178.81,9,241.88
2024-05-29,Electrician,Flyers,Spring,Returning,120.06,3,71.63
2025-01-22,Electrician,Google,Spring,New,25.46,9,273.26
2024-09-13,Cleaning,Flyers,Spring,New,58.56,2,20.44
2025-03-17,Electrician,Referral,Fall,New,188.56,9,51.96
2025-04-05,HVAC Repair,Yelp,Winter,New,53.86,7,332.26
2024-07-20,Electrician,Flyers,Fall,New,137.01,2,43.92
2025-03-21,HVAC Repair,Yelp,Fall,New,190.45,9,323.49
2024-12-11,Plumbing,Google,Winter,Returning,21.86,10,270.38
2024-10-09,Plumbing,Google,Summer,New,179.31,1,43.62
2024-12-07,Plumbing,Yelp,Winter,New,41.01,7,231.82
2024-08-12,HVAC Repair,Referral,Winter,New,111.45,3,72.55
2025-04-17,HVAC Repair,Google,Winter,New,64.45,6,256.53
2024-08-26,Plumbing,Flyers,Winter,Returning,114.67,3,40.28
2024-11-06,Electrician,Flyers,Fall,New,67.91,5,36.81
2025-04-22,Plumbing,Flyers,Winter,Returning,172.27,9,101.37
2024-05-11,Plumbing,Flyers,Spring,Returning,62.8,5,192.16
2024-09-15,Electrician,Yelp,Spring,Returning,57.65,4,75.59
2025-04-18,Electrician,Flyers,Winter,New,118.08,9,280.54
2024-08-07,Plumbing,Referral,Winter,Returning,33.97,3,124.17
2024-09-17,Electrician,Yelp,Spring,New,55.86,3,16.97
2024-12-19,Cleaning,Yelp,Winter,New,108.78,2,86.5
2024-07-07,Plumbing,Flyers,Fall,Returning,36.89,7,63.07
2024-05-11,Plumbing,Referral,Spring,New,94.03,3,43.02
2024-09-11,HVAC Repair,Flyers,Spring,Returning,179.88,8,134.57
2025-03-14,Plumbing,Flyers,Fall,Returning,38.8,4,90.15
2025-03-10,Electrician,Flyers,Fall,New,118.05,2,20.05
2025-04-20,Plumbing,Yelp,Winter,Returning,57.24,6,197.51
2024-08-15,Cleaning,Yelp,Winter,New,122.3,3,140.98
2025-03-23,Cleaning,Yelp,Fall,Returning,131.51,9,185.03
2024-10-12,Plumbing,Google,Summer,New,125,5,82.09
2024-11-16,Electrician,Google,Fall,New,192.54,3,34.98
2024-10-27,HVAC Repair,Google,Summer,Returning,156.09,9,280.44
2025-01-25,Cleaning,Referral,Spring,New,92.68,6,89.51
2025-02-28,Electrician,Flyers,Summer,Returning,168.34,1,25.84
2024-11-08,Plumbing,Yelp,Fall,New,105.03,7,158.67
2024-12-30,HVAC Repair,Google,Winter,New,138.88,7,323.24
2025-01-10,Electrician,Referral,Spring,Returning,184.72,8,345.17
2025-04-21,Cleaning,Yelp,Winter,New,87.16,5,83.02
2025-02-10,Cleaning,Google,Summer,Returning,154.61,6,72.98
2024-10-02,Electrician,Referral,Summer,Returning,75.44,7,252.22
2025-02-18,HVAC Repair,Google,Summer,New,150.19,4,69.95
2024-09-12,Electrician,Google,Spring,Returning,119.59,2,62.34
2024-11-19,Electrician,Yelp,Fall,New,140.67,5,204.88
2024-10-30,HVAC Repair,Google,Summer,Returning,144.16,6,138.49
2025-03-11,HVAC Repair,Flyers,Fall,New,92.61,4,190.06
2024-10-15,Electrician,Yelp,Summer,New,137.46,2,18.9
2024-12-09,Plumbing,Google,Winter,New,94.65,5,212.46
2024-09-01,Cleaning,Yelp,Spring,New,34.47,3,81.69
2025-03-08,Cleaning,Flyers,Fall,Returning,184.45,4,79.13
2024-05-30,Cleaning,Google,Spring,New,60.19,9,311.18
2024-07-28,HVAC Repair,Google,Fall,Returning,19.75,1,19.01
2024-10-15,HVAC Repair,Google,Summer,Returning,26.77,8,209.14
2024-08-17,Electrician,Referral,Winter,New,59.34,2,85.56
2024-07-31,Cleaning,Referral,Fall,New,15.57,4,152.22
2024-10-11,Electrician,Flyers,Summer,Returning,188.23,6,230.27
2025-03-02,Plumbing,Flyers,Fall,Returning,56.21,10,482.21
2025-04-15,HVAC Repair,Google,Winter,New,38.7,2,60.96
2024-12-10,Plumbing,Flyers,Winter,New,154.96,6,233.72
2024-10-30,Plumbing,Google,Summer,Returning,111.13,9,327.37
2024-05-18,HVAC Repair,Referral,Spring,New,60.23,6,145.11
2025-03-10,HVAC Repair,Google,Fall,New,39.03,2,38.25
2024-09-10,Cleaning,Yelp,Spring,Returning,152.55,7,291.04
2024-06-22,HVAC Repair,Google,Summer,New,26.86,4,122.34
2025-01-09,Plumbing,Yelp,Spring,New,67.13,9,328.62
2024-11-18,Cleaning,Google,Fall,Returning,134.35,10,375.84
2024-11-12,Electrician,Referral,Fall,Returning,79.97,1,34.95
2025-02-16,Plumbing,Referral,Summer,Returning,97.48,8,358.69
2024-08-04,Electrician,Yelp,Winter,Returning,103.28,5,225.86
2025-02-15,HVAC Repair,Referral,Summer,New,70.27,2,79.7
2025-04-12,HVAC Repair,Referral,Winter,Returning,43.18,8,397
2024-06-05,HVAC Repair,Yelp,Summer,New,198.23,7,276.71
2024-12-02,Cleaning,Referral,Winter,Returning,194.18,1,22.36
2024-08-04,Plumbing,Google,Winter,Returning,39.68,4,64.63
2024-07-09,Electrician,Referral,Fall,Returning,57.58,5,145.87
2024-07-30,Electrician,Flyers,Fall,Returning,98.06,3,66.64
2024-08-25,HVAC Repair,Referral,Winter,New,134.49,8,87.45
2025-02-06,Cleaning,Yelp,Summer,Returning,93.78,2,88.83
2025-03-26,HVAC Repair,Flyers,Fall,Returning,135.06,5,75.51
2024-08-27,Plumbing,Yelp,Winter,New,146.63,10,363.79
2024-12-16,Plumbing,Referral,Winter,Returning,99.66,6,260.84
2024-08-26,Cleaning,Referral,Winter,Returning,192.51,1,11.26
2025-04-21,Plumbing,Google,Winter,Returning,11.11,5,154.45
2024-08-11,HVAC Repair,Referral,Winter,Returning,124.33,9,391.15
2025-04-30,Cleaning,Yelp,Winter,New,58.89,2,76.09
2024-08-26,Plumbing,Yelp,Winter,New,119.04,7,260.82
2024-12-13,Plumbing,Flyers,Winter,Returning,132.82,8,321.3
2024-09-08,Plumbing,Google,Spring,Returning,79.7,3,28.27
2024-06-22,Electrician,Google,Summer,New,147.36,6,75.57
2024-10-31,Electrician,Yelp,Summer,New,73.64,10,393.84
2024-09-27,HVAC Repair,Referral,Spring,New,92.84,6,65.77
2025-03-12,Cleaning,Referral,Fall,New,168.2,4,22.47
2024-06-04,Plumbing,Google,Summer,Returning,189.5,10,135.22
2024-11-30,Electrician,Flyers,Fall,New,180.71,5,29.57
2025-04-18,Cleaning,Yelp,Winter,Returning,197.02,4,157.2
2024-06-28,Cleaning,Referral,Summer,Returning,27.81,8,288.4
2024-07-11,Plumbing,Yelp,Fall,New,67.65,9,299.1
2024-05-21,Cleaning,Google,Spring,Returning,118.28,9,74.04
2024-08-06,Electrician,Google,Winter,Returning,196.9,1,5.24
2024-11-12,Cleaning,Referral,Fall,New,28.73,8,53.02
2025-01-06,Plumbing,Yelp,Spring,Returning,70.83,2,59.5
2024-10-04,Plumbing,Google,Summer,New,120.67,8,263.09
2024-10-29,Electrician,Yelp,Summer,Returning,29.82,1,13.06
2024-09-27,HVAC Repair,Flyers,Spring,Returning,57.44,10,87.31
2024-11-28,Plumbing,Yelp,Fall,Returning,153.96,3,145.96
2025-04-27,Cleaning,Yelp,Winter,New,16.6,8,160.63
2025-01-09,Plumbing,Referral,Spring,Returning,22.66,1,14.34
2025-01-28,HVAC Repair,Google,Spring,New,108.43,3,133.69
2024-06-07,HVAC Repair,Google,Summer,Returning,115.73,2,88.58
2024-07-13,Electrician,Flyers,Fall,Returning,151.71,1,48.64
2024-10-23,Plumbing,Google,Summer,New,103.77,2,24
2024-06-12,Plumbing,Flyers,Summer,Returning,86.12,4,66.78
2025-04-24,Plumbing,Flyers,Winter,New,24.36,2,26.26
2024-08-18,Electrician,Google,Winter,New,167.9,9,251.09
2024-11-27,HVAC Repair,Yelp,Fall,Returning,53.94,5,87.81
2024-11-01,HVAC Repair,Google,Fall,New,105.47,5,59.72
2025-02-23,Electrician,Referral,Summer,Returning,15.46,2,89.33
2024-09-20,Plumbing,Google,Spring,Returning,37.24,4,158.76
2024-10-11,Cleaning,Referral,Summer,New,63.25,9,417.12
2025-03-07,Electrician,Flyers,Fall,Returning,128.03,5,128.38
2024-06-15,Cleaning,Yelp,Summer,Returning,127.49,2,97.01
2024-05-06,Cleaning,Flyers,Spring,New,191.51,7,140.66
2025-02-25,HVAC Repair,Google,Summer,Returning,19.84,4,113.43
2024-11-05,Electrician,Yelp,Fall,Returning,187.1,8,134.05
2025-02-10,Electrician,Google,Summer,Returning,123.97,9,324.38
2025-05-01,Electrician,Flyers,Spring,New,76.91,7,226.59
2025-02-10,HVAC Repair,Yelp,Summer,Returning,159.61,10,182.48
2024-07-11,Plumbing,Google,Fall,New,122,7,168.68
2024-12-31,Cleaning,Google,Winter,New,60.93,10,153.54
2024-10-11,Plumbing,Google,Summer,Returning,181.06,10,338.26
2025-04-20,HVAC Repair,Google,Winter,Returning,41.46,10,270.32
2024-10-23,Plumbing,Referral,Summer,New,172.43,1,34.78
2024-10-27,Electrician,Referral,Summer,Returning,136.92,5,83.72
2025-04-14,HVAC Repair,Flyers,Winter,New,18.81,9,254.16
2024-05-05,Electrician,Yelp,Spring,Returning,73.74,9,116.89
2025-03-18,Cleaning,Google,Fall,Returning,119.07,5,119.04
2024-11-26,Cleaning,Referral,Fall,Returning,23.63,5,187.33
2024-12-15,Electrician,Flyers,Winter,Returning,134.27,7,112.03
2025-04-02,Electrician,Google,Winter,New,100.62,6,168.63
2024-07-09,Plumbing,Flyers,Fall,New,43.51,1,20.01
2024-12-12,Cleaning,Yelp,Winter,Returning,13.12,7,162.49
2024-12-09,HVAC Repair,Referral,Winter,Returning,10.24,6,261.62
2025-04-23,Cleaning,Google,Winter,New,121.97,10,263.19
2024-12-26,HVAC Repair,Referral,Winter,Returning,189.66,1,21.8
2025-01-18,Cleaning,Referral,Spring,New,193.31,8,211.53
2024-10-06,HVAC Repair,Yelp,Summer,New,146.41,6,131.74
2025-01-28,Cleaning,Flyers,Spring,New,43.69,4,99.07
2024-07-21,Cleaning,Referral,Fall,New,167.61,7,168.83
2025-01-02,HVAC Repair,Google,Spring,New,36.23,9,431.06
2025-01-02,HVAC Repair,Flyers,Spring,New,12.72,4,79.64
2024-10-13,Plumbing,Google,Summer,Returning,86.41,6,76.18
2025-01-01,Cleaning,Referral,Spring,New,65.35,3,44.9
2024-07-03,Electrician,Google,Fall,Returning,151.78,9,56.27
2024-10-24,Electrician,Flyers,Summer,Returning,175.21,5,28.43
2024-06-28,Plumbing,Flyers,Summer,New,152.09,3,54.5
2024-05-24,HVAC Repair,Referral,Spring,New,15.67,1,32.16
2025-04-22,Plumbing,Flyers,Winter,Returning,107.36,9,326.28
2024-09-26,Plumbing,Google,Spring,Returning,115.25,3,17.03
2024-08-03,Electrician,Yelp,Winter,New,23.75,6,268.14
2024-07-13,Electrician,Yelp,Fall,Returning,64.48,1,28.3
2025-02-05,Cleaning,Yelp,Summer,New,62.13,7,167.24
2024-09-12,Cleaning,Google,Spring,New,49.61,8,329.86
2024-12-06,Electrician,Referral,Winter,New,47.1,10,225.33
2024-07-15,Cleaning,Google,Fall,New,169.37,5,221.32
2025-04-22,HVAC Repair,Referral,Winter,Returning,18.37,4,191.35
2025-04-16,Cleaning,Google,Winter,Returning,155.85,7,149.59
2024-06-20,Electrician,Referral,Summer,Returning,12.17,8,140.63
2024-07-24,HVAC Repair,Yelp,Fall,New,178.32,8,386.19
2024-05-03,HVAC Repair,Yelp,Spring,Returning,79.74,3,146.78
2024-06-05,Cleaning,Yelp,Summer,Returning,16.59,6,51.77
2024-10-31,Cleaning,Referral,Summer,Returning,133.35,2,38.81
2025-03-08,Cleaning,Referral,Fall,Returning,75.61,3,138.73
2024-12-07,HVAC Repair,Flyers,Winter,New,161.09,7,240.06
2025-04-17,Cleaning,Google,Winter,Returning,17.01,6,235.35
2025-04-16,Electrician,Referral,Winter,Returning,12.36,10,142.28
2024-11-14,Electrician,Referral,Fall,New,150.97,7,226.8
2024-06-29,Plumbing,Google,Summer,Returning,144.4,2,62.6
2024-11-15,Cleaning,Yelp,Fall,Returning,60.49,9,398.5
2024-10-08,Electrician,Yelp,Summer,Returning,86.08,8,192.96
2025-02-27,HVAC Repair,Google,Summer,New,101.78,9,185.1
2024-12-06,Plumbing,Yelp,Winter,Returning,143.5,3,104.99
2025-02-07,Plumbing,Referral,Summer,New,30.65,7,294.72
2024-08-09,Cleaning,Flyers,Winter,Returning,97.03,3,149.6
2024-08-23,Plumbing,Google,Winter,New,45.96,6,194.23
2024-08-12,Plumbing,Google,Winter,Returning,97.76,7,67.21
2024-05-29,HVAC Repair,Flyers,Spring,Returning,139.07,7,67.09
2025-04-13,Cleaning,Referral,Winter,New,26.22,1,45.31
2024-07-13,HVAC Repair,Yelp,Fall,Returning,75.44,6,171.71
2024-05-31,Plumbing,Yelp,Spring,New,103.94,10,312.55
2024-05-24,Cleaning,Yelp,Spring,Returning,124.55,4,37.66
2024-05-31,Plumbing,Yelp,Spring,Returning,51.41,7,226.57
2024-08-10,Cleaning,Google,Winter,New,30.67,7,39.96
2024-05-16,Electrician,Google,Spring,Returning,160.75,9,123.63
2024-06-27,Electrician,Google,Summer,Returning,155.11,1,18.02
2024-06-13,Electrician,Referral,Summer,Returning,21.7,8,236.12
2024-09-09,Electrician,Referral,Spring,Returning,85.55,10,372.85
2024-12-11,Plumbing,Flyers,Winter,Returning,71.98,8,65.5
2024-10-08,Plumbing,Referral,Summer,Returning,127.09,8,140.36
2025-04-29,Electrician,Google,Winter,Returning,10.38,9,138.88
2025-01-22,Cleaning,Yelp,Spring,New,103,6,299.6
2024-10-25,HVAC Repair,Google,Summer,New,48.59,7,311.88
2025-04-01,Electrician,Yelp,Winter,New,11.03,1,9.66
2024-07-12,Plumbing,Yelp,Fall,New,158.14,3,122.74
2025-03-17,HVAC Repair,Flyers,Fall,New,31.73,9,427.35
2025-02-20,HVAC Repair,Yelp,Summer,New,69.63,10,305.08
2025-04-03,Cleaning,Flyers,Winter,Returning,106.04,10,57.23
2024-09-21,Plumbing,Flyers,Spring,New,142.67,4,94.75
2024-06-02,Cleaning,Yelp,Summer,New,33.4,5,30.44
2025-01-29,Plumbing,Referral,Spring,Returning,135.33,2,41.88
2025-02-15,Cleaning,Yelp,Summer,New,116.26,10,487.59
2024-08-11,Cleaning,Referral,Winter,New,14.34,7,47.7
2024-09-02,Plumbing,Flyers,Spring,Returning,73.56,7,86.72
2024-09-30,Plumbing,Referral,Spring,Returning,135.24,5,126.83
2024-06-27,Electrician,Flyers,Summer,Returning,179.4,8,386.04
2024-07-08,HVAC Repair,Referral,Fall,Returning,21.91,9,67.28
2024-07-26,Electrician,Google,Fall,Returning,12.79,8,125.95
2024-07-13,HVAC Repair,Google,Fall,Returning,18.65,3,26.06
2024-07-07,HVAC Repair,Referral,Fall,Returning,109.16,4,111.76
2025-01-09,HVAC Repair,Google,Spring,Returning,160.56,8,182.47
2025-01-11,Electrician,Yelp,Spring,New,113.12,8,60.82
2024-05-26,HVAC Repair,Google,Spring,Returning,97.49,2,80.46
2024-08-29,Plumbing,Flyers,Winter,Returning,45.34,4,191.53
2025-02-02,Cleaning,Google,Summer,Returning,67.56,7,147.25
2024-09-02,Plumbing,Flyers,Spring,New,141.17,2,57.36
2024-09-17,HVAC Repair,Flyers,Spring,New,189.86,7,234.57
2024-07-01,HVAC Repair,Flyers,Fall,Returning,68.2,8,43.69
2024-11-10,Electrician,Yelp,Fall,Returning,14.63,4,29.52
2025-03-17,HVAC Repair,Flyers,Fall,Returning,149.88,1,13.36
2025-03-06,Cleaning,Google,Fall,Returning,153.05,10,189.31
2024-08-04,Electrician,Flyers,Winter,Returning,134.25,6,91.77
2025-04-14,Plumbing,Flyers,Winter,New,121.88,7,208.76
2024-07-20,HVAC Repair,Google,Fall,New,24.49,1,5.92
2024-05-31,HVAC Repair,Google,Spring,Returning,48.24,10,467.52
2025-02-09,HVAC Repair,Referral,Summer,New,66.46,10,449.57
2025-04-26,Plumbing,Yelp,Winter,New,32.7,7,226.86
2025-04-05,HVAC Repair,Google,Winter,New,148.26,3,57.79
2024-12-27,Electrician,Flyers,Winter,New,157.81,4,94.21
2024-07-31,Plumbing,Referral,Fall,New,148.71,5,247.97
2024-10-02,Cleaning,Google,Summer,New,49.64,4,121.64
2024-11-24,Plumbing,Google,Fall,New,146.14,6,168.15
2024-12-13,Plumbing,Google,Winter,New,115.43,9,192.38
2024-12-19,Cleaning,Google,Winter,New,194.9,6,100.9
2024-09-30,HVAC Repair,Referral,Spring,Returning,108.18,4,132.49
2024-05-28,HVAC Repair,Yelp,Spring,Returning,149.8,5,85.32
2025-02-06,Cleaning,Yelp,Summer,Returning,126.53,8,225.81
2024-11-02,Cleaning,Yelp,Fall,New,57.59,2,76.86
2025-02-03,Electrician,Google,Summer,New,114.72,1,47.22
2024-08-05,HVAC Repair,Flyers,Winter,New,162.35,9,94.52
2024-12-11,Plumbing,Referral,Winter,New,125.44,7,82.08
2024-10-12,HVAC Repair,Google,Summer,New,114.86,3,55.34
2024-08-11,Plumbing,Google,Winter,Returning,127.26,2,39.99
2024-08-22,Plumbing,Yelp,Winter,New,73.45,7,112.46
2025-03-10,HVAC Repair,Google,Fall,New,131.57,1,9.29
2024-09-22,Plumbing,Flyers,Spring,New,49.38,3,70.94
2024-08-01,Plumbing,Flyers,Winter,New,83.25,6,36.58
2024-11-20,Electrician,Yelp,Fall,Returning,116.58,5,243.03
2024-08-28,Electrician,Google,Winter,New,27.09,4,157.48
2025-01-08,Electrician,Flyers,Spring,New,193.04,10,398.52
2024-06-15,Electrician,Referral,Summer,Returning,73.29,3,37.68
2025-03-24,HVAC Repair,Referral,Fall,New,23.29,8,104.05
2024-10-15,Plumbing,Flyers,Summer,Returning,111.9,7,114.99
2025-01-27,HVAC Repair,Flyers,Spring,New,147.83,8,53.69
2025-04-04,Plumbing,Google,Winter,Returning,172.55,3,54.57
2024-10-19,Electrician,Referral,Summer,Returning,125.95,7,106.71
2025-04-11,Electrician,Referral,Winter,New,21.21,10,228.92
2024-06-01,Cleaning,Flyers,Summer,New,38.9,1,42.37
2024-09-14,Electrician,Yelp,Spring,New,166.93,8,363.49
2024-06-05,Cleaning,Referral,Summer,New,20.46,2,62.11
2025-01-31,Plumbing,Flyers,Spring,New,197.49,4,151.64
2025-02-28,Plumbing,Google,Summer,Returning,123.86,1,18.6
2025-04-17,Plumbing,Referral,Winter,New,28.17,7,242.68
2024-08-13,Electrician,Referral,Winter,New,191.02,2,90.04
2025-02-23,Cleaning,Google,Summer,Returning,22.95,3,87.44
2024-10-28,Cleaning,Referral,Summer,Returning,100.6,9,347.17
2024-07-31,Plumbing,Google,Fall,New,141.88,5,73.98
2024-07-05,HVAC Repair,Yelp,Fall,New,29.39,8,159.4
2024-05-22,Electrician,Google,Spring,Returning,142.33,7,256.78
2024-11-14,HVAC Repair,Google,Fall,Returning,174.41,3,76.58
2025-01-27,Plumbing,Yelp,Spring,New,68.68,1,12.65
2025-02-17,Cleaning,Yelp,Summer,New,121.49,10,254.33
2024-05-18,Cleaning,Referral,Spring,Returning,181.28,8,363.2
2025-04-04,HVAC Repair,Yelp,Winter,Returning,173.5,8,83.08
2024-09-24,HVAC Repair,Yelp,Spring,Returning,23.07,4,38.35
2024-07-31,Cleaning,Google,Fall,Returning,36.62,4,186.77
2024-11-03,Plumbing,Yelp,Fall,New,169.36,9,429.02
2025-02-05,Plumbing,Yelp,Summer,New,81.4,2,13.06
2024-08-09,HVAC Repair,Referral,Winter,New,55.13,6,67.23
2024-05-03,Cleaning,Flyers,Spring,Returning,23.82,1,20.9
2024-06-14,Electrician,Google,Summer,New,165.71,5,240.62
2024-07-01,Electrician,Flyers,Fall,New,64.75,10,144.91
2025-04-12,Cleaning,Referral,Winter,Returning,30.66,5,237.74
2024-06-10,Electrician,Referral,Summer,Returning,135.66,1,18.31
2024-11-22,HVAC Repair,Yelp,Fall,Returning,86.35,2,99.25
2024-11-04,HVAC Repair,Flyers,Fall,New,169.53,3,74.88
2025-04-21,Cleaning,Google,Winter,New,161.25,4,59.69
2024-07-28,Electrician,Yelp,Fall,New,171.54,1,46.51
2024-11-06,Cleaning,Google,Fall,New,132.45,8,133.86
2024-06-19,HVAC Repair,Referral,Summer,Returning,97.09,6,284.68
2024-05-25,HVAC Repair,Flyers,Spring,New,42.69,2,54.65
2024-10-27,HVAC Repair,Google,Summer,New,20.42,7,322.32
2024-12-15,HVAC Repair,Yelp,Winter,Returning,121.63,5,229.86
2024-12-06,Cleaning,Flyers,Winter,Returning,99.14,9,135.28
2024-11-14,Cleaning,Flyers,Fall,Returning,169.61,6,211.08
2024-11-12,Electrician,Referral,Fall,New,189.97,7,289.93
2025-03-02,Plumbing,Google,Fall,Returning,169.52,1,9.67
2025-03-20,Electrician,Referral,Fall,Returning,155.19,3,145.24
2024-05-22,Electrician,Yelp,Spring,Returning,141.92,2,28.53
2024-09-17,Cleaning,Google,Spring,New,33.33,1,13.6
2024-09-08,Electrician,Google,Spring,Returning,56.37,5,166.88
2024-08-01,HVAC Repair,Google,Winter,New,93.6,7,78.35
2024-06-01,HVAC Repair,Yelp,Summer,Returning,111.93,7,78.33
2024-11-09,HVAC Repair,Yelp,Fall,Returning,42.82,8,337.05
2024-05-03,HVAC Repair,Flyers,Spring,Returning,118.31,9,71.39
2025-01-30,Cleaning,Referral,Spring,New,12.78,1,7.44
2025-02-19,Cleaning,Referral,Summer,Returning,69.04,4,135.06
2025-05-02,Cleaning,Referral,Spring,Returning,53.84,3,124.02
2025-02-24,Electrician,Yelp,Summer,Returning,174.02,3,141.31
2024-06-08,Plumbing,Referral,Summer,Returning,145.91,9,104.18
2024-06-14,HVAC Repair,Referral,Summer,New,131.3,9,387.12
2024-09-11,HVAC Repair,Referral,Spring,New,104.08,6,84.81
2025-01-01,Cleaning,Yelp,Spring,Returning,106.39,10,136.11
2024-10-25,Cleaning,Flyers,Summer,Returning,192.41,4,136.82
2025-03-22,Electrician,Yelp,Fall,New,109.85,3,132.92
2024-10-23,Cleaning,Flyers,Summer,Returning,135.44,7,250.36
2024-09-29,Electrician,Flyers,Spring,Returning,171.26,1,43.94
2024-07-17,Plumbing,Google,Fall,Returning,61.1,3,144.31
2024-09-06,Plumbing,Referral,Spring,New,51.67,4,46.65
2024-06-21,Cleaning,Google,Summer,Returning,17.94,10,118.2
2024-08-24,Electrician,Flyers,Winter,New,41.01,1,16.16
2024-09-28,HVAC Repair,Referral,Spring,New,73.02,7,208.4
2024-06-18,HVAC Repair,Google,Summer,New,78.74,6,231.04
2024-05-24,HVAC Repair,Yelp,Spring,Returning,117.68,3,60.48
2024-10-12,HVAC Repair,Yelp,Summer,Returning,111.43,5,136.36
2025-01-23,Plumbing,Yelp,Spring,Returning,176.31,10,262.85
2024-06-06,Plumbing,Google,Summer,New,124.01,3,17.27
2025-01-12,Cleaning,Flyers,Spring,Returning,152.4,9,273.81
2024-09-13,Plumbing,Google,Spring,Returning,141.05,4,30.13
2024-10-17,HVAC Repair,Referral,Summer,Returning,75.86,1,33.37
2024-06-10,Cleaning,Flyers,Summer,New,164.6,10,138.22
2025-01-17,Plumbing,Google,Spring,Returning,193.34,8,253.37
2024-06-07,Plumbing,Flyers,Summer,Returning,38.28,2,32.8
2024-05-27,Electrician,Referral,Spring,Returning,173.17,7,333.86
2024-08-20,Plumbing,Referral,Winter,Returning,164.3,6,124.74
2024-07-08,Plumbing,Google,Fall,New,87.8,6,152.42
2025-01-31,Cleaning,Flyers,Spring,New,44.14,7,142.86
2024-10-29,Electrician,Referral,Summer,New,80.57,1,49.2
2024-08-17,HVAC Repair,Referral,Winter,Returning,81.22,10,410.17
2024-07-21,Electrician,Yelp,Fall,Returning,193.66,6,98.91
2025-04-03,HVAC Repair,Google,Winter,Returning,13.89,8,215.4
2025-02-10,Electrician,Flyers,Summer,Returning,131.21,10,420.17
2025-04-24,HVAC Repair,Google,Winter,Returning,120.2,9,346.05
2025-03-12,Plumbing,Flyers,Fall,Returning,158.2,7,163.26
2025-04-25,HVAC Repair,Google,Winter,Returning,169.29,10,67.63
2025-03-10,HVAC Repair,Referral,Fall,New,21.04,1,19.33
2025-01-10,Cleaning,Yelp,Spring,New,68.16,6,115.98
2025-01-02,Plumbing,Referral,Spring,New,190.37,9,358.9
2025-04-11,Electrician,Yelp,Winter,New,125.83,2,57.89
2024-08-25,Electrician,Referral,Winter,Returning,20.73,1,6.34
2025-04-14,Electrician,Flyers,Winter,New,63.01,8,258.42
2024-07-30,Plumbing,Google,Fall,Returning,197.24,9,139
2024-08-11,Cleaning,Flyers,Winter,New,195.31,6,238.1
2025-02-19,Electrician,Flyers,Summer,New,131.14,7,313.7
