Date,TimeOfDay,AdSpend,Conversions,Revenue,ServiceType,Channel,CustomerType
2024-11-06 00:00:00,Night,19.35,2,253.94,Luxury,Google Ads,New
2024-11-23 00:00:00,Morning,35.75,3,165.91,Basic,Walk-in,New
2024-01-30 00:00:00,Morning,12.18,5,112.52,Basic,Website,New
2024-05-30 00:00:00,Evening,11.21,2,49.83,Premium,Instagram,New
2024-12-27 00:00:00,Evening,29.14,1,257.45,Basic,Referral,Returning
2024-12-23 00:00:00,Evening,36.64,2,204.88,Premium,Instagram,New
2024-03-09 00:00:00,Night,44.18,0,222.47,Basic,Walk-in,New
2024-01-14 00:00:00,Night,12.96,0,191.43,Luxury,Google Ads,New
2024-06-17 00:00:00,Night,0.01,0,283.45,Premium,Walk-in,Returning
2024-08-01 00:00:00,Afternoon,19.53,0,202.34,Luxury,Google Ads,New
2024-11-27 00:00:00,Afternoon,15.95,1,41.57,Basic,Instagram,New
2024-06-10 00:00:00,Afternoon,20.45,1,23.3,Luxury,Google Ads,Returning
2024-07-30 00:00:00,Night,29.08,0,188.8,Basic,Walk-in,New
2024-02-14 00:00:00,Evening,37.62,2,249.11,Basic,Walk-in,New
2024-02-16 00:00:00,Night,11.52,1,234.26,Basic,Google Ads,Returning
2024-05-11 00:00:00,Afternoon,35.99,1,112.38,Luxury,Google Ads,New
2024-08-02 00:00:00,Night,17.36,3,224.87,Premium,Website,Returning
2024-05-27 00:00:00,Afternoon,38.7,5,197.29,Premium,Google Ads,New
2024-09-19 00:00:00,Afternoon,33.92,5,287.57,Basic,Website,Returning
2024-05-09 00:00:00,Afternoon,44.03,2,40,Luxury,Google Ads,Returning
2024-11-04 00:00:00,Morning,23.82,4,238.08,Basic,Google Ads,New
2024-08-11 00:00:00,Afternoon,10.41,3,243.09,Premium,Referral,Returning
2024-03-31 00:00:00,Afternoon,35.6,1,289.24,Basic,Walk-in,New
2024-07-25 00:00:00,Morning,44.7,2,293.16,Premium,Referral,New
2024-06-15 00:00:00,Night,26.13,2,30.57,Basic,Website,Returning
2024-05-06 00:00:00,Night,23.32,2,72.96,Premium,Instagram,New
2024-08-29 00:00:00,Afternoon,11.96,0,242.83,Luxury,Walk-in,Returning
2024-08-16 00:00:00,Morning,9.14,3,156.03,Basic,Google Ads,Returning
2024-07-31 00:00:00,Afternoon,45.56,1,283.65,Basic,Website,Returning
2024-08-12 00:00:00,Evening,5.44,3,97.94,Luxury,Walk-in,Returning
2024-02-15 00:00:00,Afternoon,49.43,2,138.14,Premium,Instagram,New
2024-01-08 00:00:00,Afternoon,9.71,1,126.46,Luxury,Google Ads,New
2024-12-30 00:00:00,Evening,42.6,1,156.46,Basic,Referral,New
2024-08-13 00:00:00,Morning,7.66,0,79.48,Basic,Referral,Returning
2024-02-23 00:00:00,Afternoon,20.87,1,96.91,Luxury,Referral,Returning
2024-01-04 00:00:00,Evening,29.06,1,17.39,Premium,Referral,Returning
2024-01-05 00:00:00,Evening,38.32,1,132.41,Premium,Walk-in,Returning
2024-07-23 00:00:00,Afternoon,13.36,3,233.19,Basic,Referral,New
2024-04-10 00:00:00,Evening,5.97,1,175.28,Luxury,Google Ads,Returning
2024-05-02 00:00:00,Evening,2.82,7,153.49,Basic,Walk-in,Returning
2024-08-28 00:00:00,Morning,42.2,3,99.8,Basic,Referral,New
2024-03-15 00:00:00,Afternoon,6.09,3,285.79,Luxury,Google Ads,Returning
2024-02-06 00:00:00,Morning,30.48,1,109.82,Basic,Referral,Returning
2024-04-15 00:00:00,Night,34.77,2,19.18,Premium,Instagram,New
2024-07-13 00:00:00,Morning,44.76,2,49.32,Luxury,Google Ads,New
2024-09-07 00:00:00,Morning,0.48,2,233.55,Luxury,Google Ads,Returning
2024-10-04 00:00:00,Night,18.87,3,256.64,Luxury,Google Ads,New
2024-03-19 00:00:00,Evening,11.99,2,144.13,Premium,Instagram,New
2024-03-17 00:00:00,Afternoon,27.68,4,115.4,Basic,Google Ads,New
2024-08-28 00:00:00,Night,17.34,3,125.48,Premium,Referral,New
2024-04-08 00:00:00,Evening,26.44,3,52.88,Premium,Website,New
2024-11-13 00:00:00,Morning,1.68,0,67.13,Luxury,Instagram,Returning
2024-11-13 00:00:00,Evening,30.44,0,208.13,Basic,Instagram,New
2024-09-16 00:00:00,Morning,29.55,1,188.01,Basic,Referral,Returning
2024-06-14 00:00:00,Night,0.62,2,103.47,Luxury,Walk-in,New
2024-09-16 00:00:00,Afternoon,21.01,5,141.37,Luxury,Walk-in,Returning
2024-11-09 00:00:00,Morning,48.68,0,255.94,Basic,Google Ads,New
2024-04-27 00:00:00,Afternoon,11.17,6,242.45,Luxury,Instagram,Returning
2024-04-25 00:00:00,Afternoon,3.4,3,71.38,Luxury,Google Ads,Returning
2024-07-13 00:00:00,Night,43.29,3,83.94,Basic,Google Ads,Returning
2024-07-02 00:00:00,Afternoon,47.44,2,216.84,Luxury,Walk-in,Returning
2024-11-01 00:00:00,Morning,37.74,0,256.41,Luxury,Website,Returning
2024-08-27 00:00:00,Morning,40.71,1,152.46,Basic,Instagram,Returning
2024-12-04 00:00:00,Night,47.46,3,206.43,Luxury,Website,Returning
2024-06-18 00:00:00,Evening,48.76,4,96.14,Luxury,Referral,Returning
2024-01-24 00:00:00,Evening,35.05,2,130.54,Basic,Instagram,Returning
2024-01-12 00:00:00,Night,4.32,1,60.94,Premium,Google Ads,New
2024-04-28 00:00:00,Afternoon,26.22,4,274.65,Premium,Referral,Returning
2024-01-13 00:00:00,Morning,47.77,3,217.52,Basic,Referral,New
2024-05-30 00:00:00,Afternoon,32.3,3,270.74,Luxury,Website,Returning
2024-11-09 00:00:00,Morning,20.71,4,202.31,Premium,Instagram,New
2024-08-11 00:00:00,Evening,36.73,2,116.34,Premium,Referral,Returning
2024-09-18 00:00:00,Afternoon,47.17,0,90.79,Luxury,Walk-in,New
2024-12-20 00:00:00,Night,22.04,3,189.24,Luxury,Referral,New
2024-05-18 00:00:00,Afternoon,23.43,2,93.82,Premium,Instagram,Returning
2024-05-13 00:00:00,Night,39.83,1,210.4,Basic,Website,Returning
2024-02-11 00:00:00,Evening,21.29,2,146.1,Basic,Walk-in,New
2024-11-18 00:00:00,Evening,42.06,3,199.16,Premium,Walk-in,New
2024-10-26 00:00:00,Afternoon,48.97,3,81.48,Luxury,Website,New
2024-02-29 00:00:00,Evening,46.5,2,249.93,Luxury,Walk-in,Returning
2024-06-13 00:00:00,Evening,26.3,1,288.2,Luxury,Walk-in,New
2024-06-07 00:00:00,Night,28.62,2,87.6,Luxury,Referral,Returning
2024-01-29 00:00:00,Night,44.53,7,108.24,Luxury,Google Ads,New
2024-06-07 00:00:00,Afternoon,8.76,3,72.92,Luxury,Website,New
2024-12-07 00:00:00,Night,32.46,2,286.25,Luxury,Website,Returning
2024-12-27 00:00:00,Morning,37.41,2,24.88,Luxury,Google Ads,New
2024-10-01 00:00:00,Evening,6.4,2,172.77,Basic,Walk-in,Returning
2024-08-05 00:00:00,Evening,12.34,1,75.02,Basic,Website,New
2024-04-20 00:00:00,Morning,35.03,2,180.36,Basic,Instagram,New
2024-01-12 00:00:00,Morning,23.08,4,125.73,Premium,Walk-in,Returning
2024-08-08 00:00:00,Afternoon,32.97,1,280.11,Premium,Walk-in,New
2024-08-08 00:00:00,Afternoon,29.82,1,154.3,Basic,Google Ads,New
2024-06-02 00:00:00,Evening,41.85,3,65.62,Luxury,Google Ads,New
2024-01-31 00:00:00,Morning,14.5,1,137.05,Luxury,Website,New
2024-05-28 00:00:00,Morning,12.64,3,252.17,Premium,Referral,New
2024-04-24 00:00:00,Night,42.18,1,25.53,Premium,Google Ads,New
2024-03-30 00:00:00,Evening,35.29,1,187.88,Premium,Instagram,Returning
2024-02-10 00:00:00,Afternoon,31.46,2,58.14,Basic,Walk-in,New
2024-11-04 00:00:00,Night,32.89,3,48.29,Basic,Referral,Returning
2024-04-07 00:00:00,Evening,2.95,3,283.71,Basic,Google Ads,Returning
2024-06-18 00:00:00,Night,24.34,2,153.71,Basic,Walk-in,New
2024-05-04 00:00:00,Night,0.29,1,140.37,Premium,Instagram,Returning
2024-06-20 00:00:00,Evening,49.17,2,75.94,Luxury,Website,New
2024-03-15 00:00:00,Night,23.76,2,129.25,Basic,Google Ads,Returning
2024-10-09 00:00:00,Afternoon,8.12,1,125.61,Basic,Google Ads,Returning
2024-06-10 00:00:00,Morning,13.57,1,244.81,Basic,Instagram,Returning
2024-05-01 00:00:00,Afternoon,31.71,1,28.98,Premium,Google Ads,New
2024-02-01 00:00:00,Evening,26.92,0,280.14,Luxury,Walk-in,Returning
2024-03-10 00:00:00,Evening,6.23,0,267.21,Luxury,Google Ads,New
2024-01-27 00:00:00,Night,13,1,290.33,Premium,Walk-in,New
2024-12-10 00:00:00,Night,28.95,2,296.2,Basic,Referral,Returning
2024-03-13 00:00:00,Afternoon,30.89,4,55.07,Basic,Instagram,New
2024-06-12 00:00:00,Morning,41.4,2,263.57,Luxury,Referral,Returning
2024-07-26 00:00:00,Evening,36.32,1,156.02,Basic,Instagram,Returning
2024-02-14 00:00:00,Afternoon,7.42,5,265.53,Premium,Walk-in,Returning
2024-02-12 00:00:00,Morning,48.57,3,178.01,Premium,Referral,New
2024-01-25 00:00:00,Evening,24.97,3,90.47,Basic,Walk-in,Returning
2024-08-23 00:00:00,Evening,45.7,1,30.52,Premium,Website,New
2024-02-02 00:00:00,Morning,1.74,6,183.89,Premium,Referral,New
2024-11-28 00:00:00,Night,8.3,0,86.29,Luxury,Instagram,Returning
2024-09-06 00:00:00,Afternoon,24.83,2,165.5,Premium,Google Ads,New
2024-06-27 00:00:00,Afternoon,12.15,3,243.73,Premium,Referral,New
2024-08-11 00:00:00,Afternoon,14.03,3,299.58,Luxury,Website,New
2024-08-25 00:00:00,Evening,10.26,3,176.55,Premium,Google Ads,New
2024-02-13 00:00:00,Night,8.94,2,42.06,Luxury,Website,Returning
2024-02-01 00:00:00,Night,6.04,0,28.64,Basic,Referral,Returning
2024-12-23 00:00:00,Night,1.57,4,216.1,Premium,Instagram,New
2024-01-18 00:00:00,Evening,24.14,2,262.17,Basic,Walk-in,Returning
2024-06-30 00:00:00,Morning,31.03,4,229.47,Basic,Website,Returning
2024-08-01 00:00:00,Evening,24.53,1,102.55,Luxury,Website,Returning
2024-06-23 00:00:00,Evening,7.02,2,138.44,Premium,Referral,New
2024-12-28 00:00:00,Afternoon,37.54,2,35.91,Premium,Referral,New
2024-08-07 00:00:00,Morning,10.86,2,230.14,Premium,Walk-in,New
2024-09-22 00:00:00,Morning,5.37,1,128.42,Basic,Referral,Returning
2024-07-21 00:00:00,Afternoon,11.17,3,293.79,Luxury,Website,Returning
2024-08-29 00:00:00,Evening,16.68,3,161.56,Basic,Google Ads,Returning
2024-03-27 00:00:00,Evening,4.52,3,258.73,Basic,Website,New
2024-08-02 00:00:00,Evening,1.7,2,180.65,Premium,Referral,New
2024-01-31 00:00:00,Morning,29.49,0,29.98,Premium,Walk-in,New
2024-02-18 00:00:00,Night,13.91,5,272.77,Basic,Google Ads,New
2024-02-29 00:00:00,Evening,13.4,1,226.82,Premium,Instagram,Returning
2024-05-09 00:00:00,Afternoon,31.73,1,115.15,Luxury,Instagram,Returning
2024-04-30 00:00:00,Evening,48.8,1,22.04,Luxury,Instagram,Returning
2024-02-28 00:00:00,Morning,42.04,1,82.42,Basic,Walk-in,New
2024-01-08 00:00:00,Afternoon,18.79,1,295.62,Premium,Website,Returning
2024-01-18 00:00:00,Morning,47.16,1,159.25,Luxury,Walk-in,New
2024-08-17 00:00:00,Morning,26.8,0,41.93,Premium,Google Ads,Returning
2024-05-15 00:00:00,Evening,11.78,3,107.16,Premium,Google Ads,New
2024-10-14 00:00:00,Evening,22.55,3,266.03,Premium,Instagram,Returning
2024-07-15 00:00:00,Evening,25.91,1,206.68,Basic,Referral,New
2024-06-14 00:00:00,Afternoon,21.16,2,44.29,Premium,Website,New
2024-07-04 00:00:00,Morning,14.17,1,54.17,Luxury,Instagram,New
2024-10-15 00:00:00,Morning,38.24,1,229.88,Premium,Instagram,Returning
2024-11-21 00:00:00,Afternoon,22.14,0,14.83,Luxury,Referral,New
2024-10-28 00:00:00,Afternoon,17.17,1,26.38,Luxury,Website,New
2024-03-29 00:00:00,Afternoon,22.73,4,215.48,Luxury,Google Ads,New
2024-11-24 00:00:00,Evening,21.76,0,262.58,Premium,Referral,New
2024-03-17 00:00:00,Morning,21.69,2,287.19,Basic,Walk-in,New
2024-06-23 00:00:00,Morning,48.81,2,58.62,Basic,Instagram,Returning
2024-07-07 00:00:00,Morning,26.02,2,24.79,Luxury,Walk-in,New
2024-01-24 00:00:00,Evening,6.17,1,219.15,Premium,Google Ads,Returning
2024-10-17 00:00:00,Night,16.07,5,115.77,Premium,Google Ads,Returning
2024-02-20 00:00:00,Morning,35.16,3,63.77,Basic,Referral,New
2024-11-13 00:00:00,Evening,40.39,2,284.9,Basic,Google Ads,New
2024-07-04 00:00:00,Afternoon,8.63,0,69.91,Premium,Google Ads,New
2024-07-11 00:00:00,Night,37.26,2,116.04,Premium,Instagram,New
2024-05-12 00:00:00,Night,4.37,2,270.66,Premium,Referral,Returning
2024-04-25 00:00:00,Afternoon,13.53,1,121.08,Premium,Google Ads,Returning
2024-08-26 00:00:00,Night,47.85,0,141.36,Premium,Referral,New
2024-03-05 00:00:00,Night,15.96,2,251.9,Luxury,Walk-in,Returning
2024-12-11 00:00:00,Evening,10.06,2,251.36,Premium,Website,Returning
2024-03-17 00:00:00,Evening,31.32,3,68.32,Basic,Google Ads,New
2024-12-11 00:00:00,Night,27.59,2,214.26,Premium,Referral,New
2024-06-20 00:00:00,Afternoon,6.13,1,267.47,Premium,Walk-in,Returning
2024-08-28 00:00:00,Evening,41.86,4,64.87,Basic,Instagram,New
2024-04-14 00:00:00,Morning,3.35,3,119.16,Luxury,Referral,New
2024-12-26 00:00:00,Afternoon,45.3,2,61.1,Premium,Website,New
2024-11-05 00:00:00,Night,9.05,3,93.58,Luxury,Instagram,Returning
2024-10-14 00:00:00,Morning,13.07,3,257.98,Basic,Referral,Returning
2024-08-13 00:00:00,Afternoon,22.92,0,115.34,Luxury,Walk-in,New
2024-04-20 00:00:00,Morning,1.55,2,143.26,Basic,Google Ads,New
2024-12-14 00:00:00,Night,34.24,4,283.47,Luxury,Referral,New
2024-06-07 00:00:00,Evening,25.5,2,293.05,Basic,Instagram,Returning
2024-03-07 00:00:00,Afternoon,33.93,4,11.08,Basic,Website,Returning
2024-08-27 00:00:00,Morning,48.46,2,266.22,Luxury,Referral,New
2024-10-04 00:00:00,Morning,43.04,4,295.15,Luxury,Walk-in,Returning
2024-08-16 00:00:00,Morning,27.77,0,249.38,Basic,Walk-in,New
2024-11-21 00:00:00,Evening,40.95,1,35.2,Luxury,Google Ads,New
2024-03-11 00:00:00,Night,29.06,3,138.06,Luxury,Instagram,New
2024-07-04 00:00:00,Night,3.76,1,151.16,Basic,Referral,Returning
2024-02-06 00:00:00,Night,35.55,1,12.79,Basic,Website,New
2024-01-06 00:00:00,Morning,47.09,0,277.78,Premium,Instagram,New
2024-03-26 00:00:00,Afternoon,30.71,2,248.84,Luxury,Website,New
2024-10-06 00:00:00,Afternoon,28.38,0,62.01,Premium,Instagram,Returning
2024-03-15 00:00:00,Afternoon,27.36,1,159.79,Premium,Website,New
2024-05-30 00:00:00,Night,9.46,3,60.64,Premium,Referral,New
2024-06-06 00:00:00,Night,6.71,0,95.26,Basic,Referral,Returning
2024-02-26 00:00:00,Night,27.07,3,243.26,Premium,Instagram,Returning
2024-10-17 00:00:00,Evening,13.97,2,103.24,Luxury,Website,Returning
2024-06-19 00:00:00,Evening,12.47,2,110.69,Basic,Instagram,Returning
2024-11-26 00:00:00,Afternoon,8.15,0,115.34,Luxury,Google Ads,New
2024-05-06 00:00:00,Afternoon,7.25,2,67.19,Basic,Website,Returning
2024-08-11 00:00:00,Afternoon,25.06,2,97.86,Basic,Walk-in,New
2024-04-23 00:00:00,Evening,5.08,1,278.08,Luxury,Walk-in,New
2024-03-30 00:00:00,Evening,27.27,1,253.25,Basic,Instagram,Returning
2024-07-22 00:00:00,Night,47.86,3,186.85,Luxury,Website,New
2024-12-27 00:00:00,Morning,28.71,0,227.71,Premium,Instagram,Returning
2024-05-08 00:00:00,Night,11.11,2,244.58,Basic,Referral,Returning
2024-02-21 00:00:00,Afternoon,8.38,3,296.74,Basic,Website,New
2024-02-16 00:00:00,Evening,38.1,2,69.53,Premium,Walk-in,New
2024-11-20 00:00:00,Night,48.02,0,15.72,Basic,Referral,New
2024-10-22 00:00:00,Evening,12.63,2,258,Luxury,Referral,New
2024-11-10 00:00:00,Night,1.66,2,176.46,Luxury,Referral,New
2024-06-21 00:00:00,Evening,43.02,4,283.48,Basic,Google Ads,New
2024-06-05 00:00:00,Morning,32.65,1,39.43,Basic,Google Ads,Returning
2024-12-08 00:00:00,Morning,20.98,0,167.56,Luxury,Referral,New
2024-01-02 00:00:00,Morning,3.96,2,106.61,Basic,Walk-in,New
2024-10-19 00:00:00,Evening,5.67,1,253.76,Luxury,Google Ads,Returning
2024-08-04 00:00:00,Evening,27.7,2,246.93,Luxury,Walk-in,New
2024-11-25 00:00:00,Afternoon,30.81,1,23.41,Luxury,Google Ads,New
2024-04-06 00:00:00,Evening,15.31,2,275.05,Premium,Website,New
2024-04-01 00:00:00,Afternoon,17.26,4,125.05,Premium,Walk-in,New
2024-03-21 00:00:00,Morning,22.19,2,27.85,Basic,Google Ads,New
2024-04-21 00:00:00,Afternoon,22.59,1,209.87,Premium,Referral,Returning
2024-05-21 00:00:00,Evening,10.47,3,266.1,Basic,Website,New
2024-07-11 00:00:00,Evening,43.91,3,171.61,Basic,Instagram,Returning
2024-02-19 00:00:00,Afternoon,32.29,4,21.79,Premium,Referral,Returning
2024-07-26 00:00:00,Morning,8.45,1,278.34,Premium,Instagram,New
2024-09-16 00:00:00,Evening,47.82,3,64.89,Basic,Google Ads,New
2024-10-29 00:00:00,Afternoon,22.24,2,91.73,Basic,Google Ads,New
2024-07-07 00:00:00,Evening,42.5,2,261.36,Luxury,Referral,New
2024-08-22 00:00:00,Afternoon,33.73,2,292.3,Premium,Referral,Returning
2024-06-13 00:00:00,Afternoon,3.29,4,205.52,Basic,Google Ads,Returning
2024-02-25 00:00:00,Morning,7.36,3,170.26,Basic,Website,Returning
2024-03-29 00:00:00,Afternoon,1.14,3,15.32,Premium,Website,Returning
2024-02-11 00:00:00,Night,2.52,1,82.14,Basic,Instagram,Returning
2024-11-15 00:00:00,Evening,17.07,0,78.15,Premium,Google Ads,New
2024-07-04 00:00:00,Afternoon,31.17,1,241.55,Basic,Google Ads,New
2024-01-28 00:00:00,Afternoon,37.13,3,173.02,Basic,Walk-in,Returning
2024-11-19 00:00:00,Afternoon,35.63,3,223,Luxury,Website,Returning
2024-09-30 00:00:00,Night,45.74,2,175.15,Luxury,Website,Returning
2024-04-02 00:00:00,Afternoon,7.54,1,210.87,Premium,Referral,New
2024-11-03 00:00:00,Morning,17.21,1,197.14,Luxury,Instagram,New
2024-12-09 00:00:00,Morning,42.88,0,115.01,Basic,Referral,New
2024-01-08 00:00:00,Evening,24.97,2,263.16,Luxury,Referral,New
2024-12-25 00:00:00,Morning,19.51,2,256.73,Basic,Referral,New
2024-11-09 00:00:00,Afternoon,33.88,1,294.05,Luxury,Referral,New
2024-12-28 00:00:00,Evening,42.55,1,126.98,Premium,Walk-in,Returning
2024-02-17 00:00:00,Evening,30.43,0,128.37,Luxury,Website,New
2024-04-11 00:00:00,Afternoon,33.39,2,146.9,Basic,Website,New
2024-04-07 00:00:00,Afternoon,27.09,3,46.31,Premium,Referral,New
2024-11-26 00:00:00,Night,35.9,3,229.68,Basic,Website,Returning
2024-02-02 00:00:00,Afternoon,29.97,2,216.01,Premium,Google Ads,New
2024-11-12 00:00:00,Afternoon,0.94,1,129.37,Luxury,Referral,New
2024-12-16 00:00:00,Afternoon,11.07,1,63.06,Luxury,Walk-in,Returning
2024-08-29 00:00:00,Afternoon,3.03,0,245.1,Premium,Google Ads,Returning
2024-08-19 00:00:00,Morning,0.95,1,17.07,Premium,Walk-in,Returning
2024-03-16 00:00:00,Evening,7.26,1,238.77,Premium,Walk-in,New
2024-01-08 00:00:00,Morning,20.09,1,209.88,Premium,Instagram,New
2024-07-22 00:00:00,Afternoon,40.46,1,271.88,Luxury,Instagram,Returning
2024-11-19 00:00:00,Night,47.45,0,119.82,Basic,Walk-in,New
2024-10-05 00:00:00,Afternoon,47.89,3,234.73,Basic,Website,New
2024-04-26 00:00:00,Morning,3.75,4,155.99,Premium,Walk-in,Returning
2024-01-13 00:00:00,Afternoon,38.33,2,116.94,Basic,Referral,New
2024-04-15 00:00:00,Evening,30.39,4,97.66,Premium,Google Ads,New
2024-02-19 00:00:00,Evening,16.59,2,52.06,Basic,Referral,Returning
2024-11-18 00:00:00,Evening,49.37,3,160.29,Luxury,Referral,New
2024-03-09 00:00:00,Afternoon,21.86,2,36.55,Premium,Referral,Returning
2024-12-02 00:00:00,Afternoon,32.9,2,163.3,Premium,Google Ads,Returning
2024-11-13 00:00:00,Morning,18.86,3,39.28,Luxury,Referral,Returning
2024-03-17 00:00:00,Afternoon,29.45,2,242.06,Premium,Website,Returning
2024-07-12 00:00:00,Night,45.17,1,169.3,Luxury,Google Ads,New
2024-04-27 00:00:00,Night,37.71,2,10.07,Basic,Google Ads,New
2024-12-05 00:00:00,Morning,47.73,3,298.25,Luxury,Instagram,Returning
2024-05-15 00:00:00,Night,46.58,2,17.46,Luxury,Referral,New
2024-01-14 00:00:00,Afternoon,43.03,4,228.04,Premium,Walk-in,New
2024-08-17 00:00:00,Night,49.04,2,224.46,Basic,Google Ads,Returning
2024-10-02 00:00:00,Evening,27.09,2,147.08,Luxury,Website,New
2024-10-21 00:00:00,Night,14.19,1,201.25,Basic,Referral,New
2024-04-08 00:00:00,Night,18.53,1,85.51,Basic,Instagram,New
2024-09-10 00:00:00,Morning,31.07,0,160.4,Premium,Walk-in,New
2024-05-11 00:00:00,Evening,26.92,0,49.51,Premium,Google Ads,New
2024-10-18 00:00:00,Evening,2.44,2,93.22,Luxury,Google Ads,Returning
2024-08-25 00:00:00,Afternoon,27.94,1,226.04,Premium,Referral,New
2024-03-29 00:00:00,Night,29.56,0,263.15,Premium,Referral,Returning
2024-08-26 00:00:00,Morning,7.37,4,27.23,Basic,Website,New
2024-05-18 00:00:00,Night,38.5,1,264.77,Premium,Instagram,New
2024-08-31 00:00:00,Night,27.23,2,273.35,Luxury,Referral,New
2024-10-16 00:00:00,Morning,5.03,2,99.27,Basic,Google Ads,Returning
2024-08-07 00:00:00,Morning,22.44,1,76.6,Luxury,Google Ads,New
2024-11-18 00:00:00,Morning,10.63,1,199.06,Luxury,Instagram,Returning
2024-02-10 00:00:00,Afternoon,21.73,2,132.36,Premium,Walk-in,Returning
2024-02-16 00:00:00,Morning,43.3,3,11.64,Basic,Referral,Returning
2024-01-26 00:00:00,Night,45.95,1,177.82,Luxury,Walk-in,Returning
2024-01-19 00:00:00,Evening,30.71,2,149.43,Premium,Website,Returning
2024-12-15 00:00:00,Afternoon,33.6,1,92.77,Premium,Instagram,Returning
2024-07-26 00:00:00,Evening,43.46,1,227.58,Premium,Google Ads,New
2024-01-21 00:00:00,Morning,46.09,2,205.6,Basic,Google Ads,Returning
2024-03-18 00:00:00,Evening,3.62,2,138.56,Luxury,Website,New
2024-09-15 00:00:00,Evening,46.53,2,13.81,Basic,Google Ads,Returning
2024-02-02 00:00:00,Evening,29.46,2,261.48,Basic,Referral,New
2024-12-25 00:00:00,Morning,17.43,1,123.84,Luxury,Referral,Returning
2024-01-25 00:00:00,Night,8.35,2,71.59,Premium,Instagram,Returning
2024-07-04 00:00:00,Evening,42.22,1,117.39,Basic,Instagram,Returning
2024-09-08 00:00:00,Afternoon,26.21,1,142.41,Luxury,Referral,New
2024-11-17 00:00:00,Morning,26.84,1,76.94,Premium,Website,Returning
2024-10-31 00:00:00,Night,34.63,1,59.35,Luxury,Walk-in,New
2024-01-09 00:00:00,Afternoon,18.43,1,255.33,Luxury,Instagram,Returning
2024-05-10 00:00:00,Evening,31.32,0,286.65,Luxury,Instagram,New
2024-07-13 00:00:00,Night,6.78,3,277.75,Premium,Website,Returning
2024-10-21 00:00:00,Evening,1.18,3,72.9,Premium,Instagram,New
2024-07-20 00:00:00,Night,37.31,2,274.32,Basic,Instagram,Returning
2024-11-06 00:00:00,Afternoon,44.06,3,183.31,Basic,Website,Returning
2024-03-12 00:00:00,Afternoon,16.1,2,156.04,Premium,Instagram,Returning
2024-10-12 00:00:00,Afternoon,4.28,7,12.08,Basic,Instagram,New
2024-10-19 00:00:00,Night,16.64,1,153.16,Basic,Website,New
2024-05-12 00:00:00,Evening,18.85,2,129.16,Luxury,Referral,Returning
2024-09-05 00:00:00,Morning,22.87,2,272.54,Premium,Google Ads,Returning
2024-06-10 00:00:00,Evening,1.6,0,11.94,Basic,Referral,New
2024-09-28 00:00:00,Afternoon,36.13,1,259.08,Premium,Instagram,Returning
2024-03-11 00:00:00,Evening,35.61,4,63.97,Luxury,Instagram,Returning
2024-05-26 00:00:00,Night,22.13,1,277.74,Premium,Google Ads,New
2024-11-05 00:00:00,Evening,32.78,0,64.32,Luxury,Website,Returning
2024-06-04 00:00:00,Afternoon,8.1,1,206.51,Luxury,Referral,Returning
2024-10-25 00:00:00,Morning,10.58,1,136.08,Luxury,Walk-in,New
2024-04-12 00:00:00,Night,22.29,3,190.97,Luxury,Google Ads,New
2024-10-16 00:00:00,Night,17.4,2,131.52,Premium,Instagram,Returning
2024-03-08 00:00:00,Morning,2.17,0,142.95,Luxury,Website,New
2024-08-31 00:00:00,Evening,5.27,1,34.62,Premium,Instagram,New
2024-11-24 00:00:00,Morning,22,4,72.14,Luxury,Google Ads,New
2024-03-24 00:00:00,Night,34.25,2,33.66,Premium,Walk-in,Returning
2024-03-11 00:00:00,Night,9.69,3,53.57,Premium,Instagram,New
2024-05-30 00:00:00,Night,9.84,1,123.81,Premium,Instagram,New
2024-05-01 00:00:00,Night,26.04,2,191.59,Premium,Walk-in,New
2024-12-17 00:00:00,Morning,25.45,1,68.42,Premium,Referral,New
2024-03-08 00:00:00,Night,29.95,2,209.96,Basic,Website,Returning
2024-07-21 00:00:00,Morning,14.14,0,285.32,Basic,Walk-in,Returning
2024-05-05 00:00:00,Night,31.92,0,144.58,Premium,Walk-in,Returning
2024-07-27 00:00:00,Evening,9.81,3,232.63,Luxury,Google Ads,New
2024-01-22 00:00:00,Afternoon,3.87,2,153.14,Basic,Website,New
2024-02-06 00:00:00,Morning,45.13,2,164.15,Luxury,Instagram,New
2024-03-13 00:00:00,Morning,35.33,0,77.92,Premium,Website,New
2024-11-24 00:00:00,Night,22.33,4,214.59,Basic,Referral,Returning
2024-08-13 00:00:00,Morning,47.71,0,244.61,Basic,Instagram,Returning
2024-03-11 00:00:00,Night,41.8,4,240.73,Basic,Google Ads,Returning
2024-11-02 00:00:00,Afternoon,30.8,4,21.67,Basic,Referral,New
2024-07-16 00:00:00,Evening,22.81,1,112.52,Luxury,Instagram,New
2024-05-01 00:00:00,Evening,31.38,2,229.21,Premium,Google Ads,Returning
2024-11-04 00:00:00,Evening,23.81,1,54.1,Premium,Instagram,New
2024-03-15 00:00:00,Morning,38.66,1,154.87,Luxury,Referral,New
2024-11-17 00:00:00,Evening,46.85,1,105.93,Premium,Referral,New
2024-04-29 00:00:00,Afternoon,20.77,2,195.25,Luxury,Google Ads,Returning
2024-08-03 00:00:00,Night,48.41,2,75.84,Luxury,Google Ads,New
2024-12-30 00:00:00,Evening,12.46,2,207.27,Premium,Walk-in,Returning
